	100_TF_25875	101_WF_25876	102_WF_25877	103_WF_25878	110_WM_25880	111_TM_25881	112_TM_25882	113_TF_25883	120_WM_37906	130_WF_37916	131_TF_37917	132_TF_37918	133_TF_37919	140_TM_37922	141_TM_37923	142_WM_37925	143_WM_37926	150_WF_37927	151_WM_37929	152_WF_37930	160_TM_37933	200_WF_25887	201_WF_25888	202_WF_25889	203_TM_25890	210_TM_25900	211_WF_37901	212_TF_37902	220_WF_37913	230_WM_37915
BAG5	14.32573076	14.37496749	14.42330473	14.20247892	14.32226275	14.28969412	14.05918707	14.07417795	13.94355967	14.02003664	13.95600929	14.01862082	14.45523897	14.3115515	14.42380327	14.05767499	14.26228856	14.20340354	14.04444954	13.82698449	14.17590219	14.38060829	13.97252855	14.62693892	14.12117783	13.91064857	14.84217962	14.16770767	14.74256201	14.363017
AP2M1	14.10426016	14.26104626	14.24363333	14.10069233	14.24204098	14.49305847	14.16483044	14.46816484	14.14578703	14.26224785	14.29860284	13.89414159	13.90193364	14.13730649	14.18199339	14.22629497	14.13793312	13.84868836	14.06254882	13.99463016	14.32033931	14.41673809	14.44177061	14.36923009	14.52714843	14.29942352	14.09679154	14.3855613	14.30320508	14.14456063
BOD1L1	14.37401821	14.06069455	14.34352054	14.39548075	13.80846979	13.81514206	14.46109817	13.8052769	14.10437229	14.72400943	14.49392158	14.5549175	14.54612785	14.29806539	14.03769871	14.37765889	14.34530643	14.69555151	14.26809531	14.15129323	14.20723791	13.89132498	13.82524584	14.11166571	13.66866387	14.05037067	14.64283124	14.1853519	14.15625182	14.26372937
CAT	14.16856071	14.06909046	14.44370579	13.93093436	14.16649173	14.35846998	14.27586172	14.31823924	14.06182284	14.15897509	14.30635431	14.08047988	14.27653495	14.25816891	14.24874445	14.09976749	14.11564763	13.86815727	14.09686335	13.87489485	14.13540828	14.23134934	14.24516542	14.28024083	14.32044889	14.36250656	14.65585123	14.20486059	14.18866688	14.23783672
UBR2	14.36309564	14.05605588	14.18924553	13.95970773	14.10881642	14.13859151	14.52570274	14.23876535	14.13724231	14.23941441	14.21013328	14.40778054	14.07532117	14.29457241	14.20237348	14.02255761	14.0721446	14.52212159	14.06859092	14.00622998	14.48043275	14.18613508	14.05336364	14.49489022	13.78501137	14.19361527	14.50189994	14.13781245	14.40783644	14.33957716
HIPK1	14.32871424	14.19669807	14.15871861	14.67509109	14.21391891	14.33438446	14.1175846	13.75724853	14.10263509	14.5335268	14.48606344	14.74099695	14.31249076	14.04836719	13.99467802	13.79722232	13.91959087	14.4054296	13.70164748	13.62473958	14.36313075	13.93096397	14.03604921	14.71792659	13.75992353	13.55806066	14.39416715	14.41706654	14.19869835	14.02392098
LOC102071304	14.25724555	13.95310452	14.43256953	14.07113243	14.09241706	13.88551443	14.12990619	14.20471356	13.93976999	14.10564251	14.07093684	14.24868002	14.01320973	14.23377529	14.31456626	14.41596025	14.28144507	14.39600099	14.1675315	14.21086358	14.15345592	14.34435195	14.15717559	14.33555516	13.79040396	14.35374871	14.78928413	14.2220589	14.59895682	14.33801392
PSMD9	13.75866798	14.70090755	14.87681894	14.77213444	13.42723649	13.7291335	13.62245695	13.79052946	14.30185478	13.91153316	14.06240265	14.37920843	13.38582947	14.50580638	14.5728623	14.33344035	14.23938235	14.60042455	14.71526755	14.22508332	14.44978915	14.67372066	13.68517342	14.43614865	14.27481099	14.54781059	13.9234837	13.33639601	13.77557604	14.59590994
ITPK1	14.12124636	14.39930999	14.11122641	14.06069617	14.26431422	14.33046862	14.14554097	14.15596715	14.16214245	13.90934174	14.17634939	13.8237415	14.52012999	14.06371958	14.42086664	14.5268862	14.33532302	13.81698108	13.66282287	13.95828027	13.96768785	13.98102134	14.27267612	14.32327027	13.86606043	14.10743149	13.96035074	14.45208312	14.3338307	14.00302878
CUL4A	14.34915426	14.3389683	14.36753269	14.52605537	13.83126263	14.23824656	14.33166668	14.35911726	14.00993954	14.01510671	13.92458023	14.10071605	13.88974695	14.37053301	14.20123293	14.07337434	14.10040994	14.23231637	14.23300151	14.02771016	14.02673982	14.14457064	13.86607102	14.48144818	13.98159902	14.10975407	14.29745341	13.7890546	14.1059408	14.3133656
RHCE	13.73124388	13.9997455	14.33643744	13.9594381	14.45337245	14.83176447	14.3880886	14.41732711	13.51873315	13.90866679	13.97020182	13.54234398	13.50277961	13.8676298	14.02141975	13.84896351	13.74354376	13.89757495	14.05630247	14.06527204	14.03498191	14.02458897	14.43942326	14.08417509	14.20801568	14.04301387	14.12299878	14.19293123	13.94039474	13.55501437
LOC102065109	14.08346129	14.2026246	14.25375568	13.89510505	14.13312286	14.48408257	14.10531288	14.28080927	14.04979241	14.2792531	14.17456006	14.00319523	14.22814104	13.88847168	13.82363997	13.99690215	13.83863281	13.37356839	13.73331503	13.87602764	13.84971736	13.93986239	14.56395408	13.74831823	13.94696631	14.12242219	14.02262461	14.39216076	13.95557518	13.79420703
SYNM	14.35828239	13.88732717	13.59750018	14.16866794	13.80258479	14.08572192	14.03104951	13.5283936	14.18907792	13.82805913	13.82042873	13.98233801	14.09826715	14.23784145	13.82178583	13.91642771	14.01338526	14.7091952	13.99314593	13.94430817	14.20367353	14.32329139	13.8030644	14.83254272	13.73130115	14.11382956	14.36551946	14.31004438	14.18482063	14.27084764
RPLP0	13.93529287	14.2595798	14.34825199	13.63245356	13.35752211	13.9902102	13.756538	13.9550439	14.02963794	13.83393685	14.07093684	14.28101929	13.37451593	14.21902436	14.24911242	14.2241154	14.41538489	14.66435844	14.18522274	14.15689624	14.01736132	13.73795772	14.40746365	14.30569262	14.5897041	14.44455382	13.78530732	13.81361753	14.09665314	14.11451549
FOXO3	14.18764135	13.95808572	13.92661147	14.13841903	14.31959873	14.11116194	14.03277301	13.95976725	14.06450253	13.99036064	14.06001891	14.0408535	14.24482622	13.84803493	13.90259873	13.95400968	14.08638699	14.0060799	13.92072608	13.79380391	14.21710258	13.95959028	14.10866744	14.36601833	13.73920745	13.82852216	14.20662504	14.06546451	14.02309181	13.9697667
ADIPOR2	14.30875371	14.05531653	14.15548286	14.28254493	14.15828089	13.68495832	14.09277852	14.08404438	14.1665559	13.5439326	13.78198347	14.16364364	13.88057888	14.00040751	14.17193695	14.02324939	14.21595853	14.41382116	14.23141828	14.09281527	14.19319031	13.87669138	13.98213904	14.00183157	13.68901716	14.13639482	14.41722891	14.12433775	13.90197212	13.98657674
RPRD1B	14.05374587	14.04076966	14.08919525	14.31423908	14.03378228	14.00173703	13.88603694	14.10957891	13.87987225	13.95320453	13.9952146	14.0873954	13.9607641	13.84025557	13.81831836	13.61465393	13.86389221	14.25179479	14.09781946	13.92828959	13.94370681	14.19076132	13.99759665	14.3717143	13.94003927	14.24756192	13.98700727	13.81301231	13.95230222	14.00064289
TANGO2	13.91991632	13.91948837	14.07618663	13.92413412	14.01230895	13.94929442	14.08037241	14.22197397	14.14114025	13.91557012	13.96718365	14.00099065	13.26187525	14.05884372	14.11109273	14.05310952	14.23368992	14.25366592	13.74257016	13.7832765	14.47265207	14.30798294	14.22597895	13.80610328	13.67902679	13.92536388	14.06150537	13.76077471	13.87506335	14.11520014
YPEL5	14.07472647	14.22543308	14.29986914	14.22418826	14.02566968	13.36569238	13.73864709	13.88577408	13.97019344	13.44650489	13.8044081	14.01373054	13.78537283	13.98375737	14.20256349	13.95998356	14.22775469	14.34220666	14.36036635	14.28927166	14.11546741	13.74724411	13.77276013	13.94925544	13.78081353	14.18232086	14.40240646	13.82341694	14.16098524	14.36096592
LOC102064502	14.16499365	13.98295909	14.24049018	13.94507507	14.05023716	14.23153289	14.28084298	14.22883851	13.34711977	13.6025968	13.41352846	13.43251232	13.20284323	14.22099418	13.9295942	13.93869088	14.09840352	14.31192145	13.94913027	13.94484807	14.0739776	14.05294958	13.88145432	14.36102593	14.05574205	14.09947439	13.98447016	13.71599316	14.15855285	14.04227674
LOC102063520	13.61249102	13.62596906	13.54705909	13.9085757	13.98088685	14.02740608	13.88094292	13.38043593	13.63938799	14.15499658	13.89679891	14.37574144	13.52709815	14.13057922	13.9529349	13.72028137	13.92883406	14.20775345	13.81507708	13.93265122	13.86993327	14.24413436	13.79039396	14.4193592	14.29732068	14.70793517	14.17668209	13.87477848	14.12959177	14.06851592
HNRNPDL	13.96520624	14.06395376	14.20611947	13.93615062	14.08840352	14.1403712	14.04355957	14.15905086	14.00315799	13.97633771	13.97764079	13.75172336	13.71517588	13.98657933	13.86263782	14.10165192	14.26808369	14.08202303	14.23971094	13.93772317	13.89677763	13.72861117	13.77513132	13.77677463	13.82714575	13.85778688	13.99174216	14.00779319	13.83872367	13.95539474
GLRX5	13.7565055	13.92412404	14.16585082	13.75920195	14.25233193	14.51373904	14.30508706	14.54160647	13.56235967	13.70546862	13.84789262	13.58453243	13.46199215	13.67864523	13.78101615	13.72517906	13.65959694	13.34079046	13.75298069	13.71770899	14.04822721	14.13508497	14.14395612	13.7987375	14.29221772	14.1401608	14.12597229	13.89921931	13.6329507	13.81392805
MISP	13.71468417	14.00741088	13.76692971	14.10492421	14.04884869	14.09784592	13.95379495	13.92198034	13.9196845	13.98580813	14.02416418	13.49224495	13.54446614	13.91548332	13.86035153	14.00156095	13.46589981	13.99968324	13.96646027	13.70820012	14.25110724	13.8946121	14.24906976	14.24797765	14.07224776	14.04728204	14.1716546	14.30564118	14.12059448	14.03038822
CCDC117	14.44172254	14.10250065	14.10585168	14.04018945	13.94110427	13.82201325	13.78291635	13.81573616	13.455351	13.71698368	13.44903254	13.88985868	13.55913126	14.14508547	13.99610367	13.73671853	13.77201947	14.28106327	14.09790635	14.02575511	14.31051155	14.13171221	13.846662	14.516488	14.16700237	14.20945959	13.96733061	13.7475331	13.97413673	14.08647158
FBXO3	14.09067288	13.86109598	13.98201814	13.90773746	13.65136266	14.12045428	14.11920782	13.84388193	13.58069597	13.55734427	13.36800366	13.54803285	13.1143402	14.28100799	14.02088113	13.82367237	13.99236175	14.17776431	14.03413397	13.91796923	14.27043392	14.30131851	13.90968338	14.45365299	14.05574205	14.55552786	14.0676271	13.92549448	14.0642449	13.92534679
LOC102066985	13.90288513	13.93495957	13.96945391	14.03627449	14.00757698	13.95883064	13.91871672	13.97405748	13.88442911	13.74476114	13.99240464	13.86767067	13.67506947	13.91780843	13.94818357	13.8658384	13.89307558	13.51145448	13.64354741	13.38082719	14.40256765	13.99955056	14.10193676	14.28849204	14.20745976	14.07746564	14.24651718	14.18546881	13.97981204	14.1196804
OGT	13.66284374	13.73709891	13.95136151	13.79701455	13.85093614	14.0683487	14.16115822	14.09657573	14.01502795	13.80756803	13.80271602	13.63089287	14.00376815	14.04846366	14.13667419	14.07712689	13.98534318	13.93653532	14.19540949	14.11433341	14.12588576	13.66108193	14.05345667	13.77689556	13.82306891	13.9752336	14.29520975	14.09737767	13.93882063	13.66799513
HNRNPAB	13.86141991	13.86941218	13.99425437	13.91313093	13.921393	13.60077689	13.67069436	13.84539092	13.84891243	13.85773577	14.03285093	13.96353162	14.26082915	14.01341275	14.00353807	13.68136624	13.64416502	13.87789518	14.11449256	13.83098157	14.0527765	13.96196619	14.08301322	13.93697036	13.9893812	14.12630389	14.47882585	14.29982126	14.0138515	14.26975481
MOCS1	13.79935106	13.73775737	13.715922	13.91887416	13.65923809	13.91438835	14.08496799	13.84306874	14.10732073	14.0412841	14.30238925	14.04016657	13.89854121	14.18906217	14.2417352	13.94125534	14.00432695	13.97390374	13.74933448	13.76830619	14.22252531	13.84522192	13.73207444	13.96079824	13.92861654	14.04970342	14.02342216	14.1725519	14.06986489	13.85976928
RBM38	13.71997862	13.73749402	13.81047133	13.63852932	14.08445012	14.30902716	13.8929216	13.78243243	13.51390497	13.92511288	13.78982685	13.74277964	13.54930402	13.79796549	13.92349783	13.72166718	13.73778055	13.68338129	13.68126442	13.78568955	14.18536576	14.2071979	14.23503002	14.27142726	14.28380431	14.19369077	13.88521112	14.04086383	14.00018101	13.8672849
RBM24	13.89597853	13.73234914	13.93315386	13.74831783	13.85508138	14.07431352	14.0264434	13.97956504	13.67313913	13.75999624	13.73372564	13.9163972	13.59827058	13.97332881	13.92476523	13.70430195	13.73571667	13.80894417	13.81940439	13.57049453	14.17225945	14.42647417	14.24516542	14.40033265	14.05265028	14.25944129	14.13935134	14.0754661	13.87275692	13.76221772
LOC102072301	14.28194135	14.1243183	14.1053436	14.0610313	13.57381249	13.96997317	13.73834534	13.74000367	13.73768973	13.63784455	13.52531942	14.06907628	14.04181312	13.68436744	14.02829645	13.38770273	13.66394491	14.2717064	13.95345831	13.83438496	13.88292875	14.04167215	13.94089508	14.44758858	13.90240811	14.18551348	14.11486472	13.87129441	13.81575199	13.83947271
TCP11L2	13.78123109	13.7945553	14.0396365	13.77624342	13.97455025	13.99385393	14.08354334	13.94511754	14.06360985	13.8699231	14.05486554	13.74267409	13.782722	13.73367161	13.89509437	13.9157759	13.81106221	13.73720047	13.77553588	13.72181011	13.95946348	14.14607589	13.98077003	13.96239412	13.82832136	14.03646156	14.1795471	13.69101293	13.85550696	13.90367037
HBP1	14.09540633	13.90220572	14.23817467	13.96024684	13.48490109	13.41058322	13.75832487	13.64748736	13.88129148	13.64353494	13.64873267	13.86757388	13.88863394	14.06715147	14.01472654	13.71183111	13.91394339	14.24177426	13.92396432	13.86494484	14.0352754	14.2256657	14.02897021	14.4051911	13.87212387	14.00359062	14.30225893	13.88489255	14.06467799	14.25374586
SLC46A3	14.15118535	13.81241836	14.21283304	13.76229667	13.41571658	13.69754052	13.51652201	13.45212657	13.84797951	13.94918961	13.85598792	14.13682647	13.39593636	14.13975325	13.99982566	13.81411018	13.82433079	14.4907343	13.77553588	13.90443218	13.79669106	14.12553653	13.54280389	14.44256618	13.70564679	13.9717155	14.10961672	13.80466468	13.83263356	14.11877029
LOC102070291	13.69374051	13.87540859	14.25017497	13.30361252	13.96590305	14.21989955	13.8596454	14.17289282	13.9009156	13.77886278	13.9769302	13.31234534	13.70337816	13.7901414	13.77003227	14.32778151	14.00089388	13.33078053	13.69626305	13.84695632	13.39194093	13.47199063	14.31022151	13.59215124	14.00418072	13.8340547	13.67857485	14.0616482	13.89792716	13.7391093
CISH	13.42746481	13.65818614	13.44762854	13.70190103	13.56504634	14.36650979	13.16220431	13.73312284	13.88554083	13.19102491	13.19779371	12.3690499	12.46176772	13.15968205	13.91830137	13.82496239	13.8812676	13.52997214	12.27691526	13.25237813	14.86540569	14.42668061	14.75550881	14.99941564	14.48212416	13.77280634	13.59144267	15.15707363	13.94494999	13.69429923
SGK1	13.31174569	13.61411218	13.94217261	13.44487902	13.7901301	14.75462644	14.06288691	13.70565006	13.60249461	14.00061097	13.74452812	13.75392448	13.21507281	13.73271146	14.12929715	13.32946364	13.57889079	12.84400007	13.4679207	13.49016375	14.69581381	13.50077442	14.01413369	13.88473792	13.95460581	13.59568843	13.74931488	14.26085385	13.68608476	13.47761695
IFRD1	14.46801451	13.73182043	13.93978072	13.66665951	13.12340414	13.1490618	13.23957605	13.4217927	14.16954604	13.49058268	13.81310433	13.2997736	13.30291637	14.0895432	14.28292948	14.13187361	14.45500133	13.73697755	13.81761172	13.89356627	14.55355856	14.33397017	14.18860307	14.30912499	14.40724631	13.88207233	13.41159074	13.70575951	13.26904995	14.33115473
LOC102075336	13.66515115	13.61468584	14.1300317	13.33748303	13.68585734	14.22038403	14.0730527	14.19363773	13.72882015	13.74580073	13.751562	13.33981889	13.31988459	13.71616903	13.85468035	13.81090865	13.73292573	13.42912765	13.4623973	13.47989359	13.81218816	14.20013057	14.2750715	13.95289926	14.23076294	13.91331026	13.97105599	13.96471252	13.7526435	13.69368818
DCUN1D2	13.84387362	13.79632631	13.97802724	13.89735891	13.8423567	13.59441715	14.00318968	13.87660712	13.66962333	13.7216986	13.74878956	13.81693997	13.70834315	13.82558338	13.81732613	13.73154248	13.92013623	14.09007414	13.87613128	13.70448524	13.82559875	14.02240513	13.77049823	14.05774385	13.78034635	13.99234933	14.10284113	13.66290813	13.98683684	13.92265498
GPX1	13.65722461	13.88102259	14.1706185	14.23507015	13.56453503	13.51229392	13.51534841	13.86372054	14.0077135	13.77414606	13.94595852	13.73802218	13.66507516	13.9192861	13.97367914	13.80136203	13.9757568	13.87262864	13.86351225	13.99766898	13.97188475	13.60988307	14.14578972	13.8402969	13.96648267	13.75684922	13.72530143	14.17042717	13.9169206	13.94353622
SRSF6	13.68477905	13.63037266	13.7766631	13.50017621	13.75681489	14.18507917	13.82955501	13.80085651	13.56109519	13.90147586	13.92195732	13.83705138	13.69730671	13.72101857	13.74154739	13.5218813	13.49303432	13.45822253	13.45006197	13.64791422	13.98875334	14.27931066	14.12646389	14.10590131	13.9804606	13.77098579	13.86176837	14.08827784	13.892733	13.50654997
LAPTM4A	13.95239783	13.84932343	14.32146625	13.76846627	13.43475374	13.80307222	13.81694087	13.8705773	13.65511831	13.43670629	13.43369322	13.6217392	13.17298383	14.0268894	13.94307542	13.67180214	13.91321307	13.98408305	13.89445513	13.8879621	14.05035845	13.90136205	13.89148071	14.00854124	14.01112581	14.20227237	13.93836068	13.77529467	13.96256378	13.89643091
FAM8A1	14.04584097	13.74589734	13.98555637	13.8778977	13.52471557	13.38847124	13.81932038	13.56252819	13.81886156	13.450684	13.33215115	13.74888842	13.15524306	14.05491193	13.78964225	13.29922385	13.73489029	14.19352742	13.96531774	13.9968014	14.17581346	14.29266133	13.85661241	14.52291921	13.87964569	14.3221182	14.12782763	13.87492347	13.55021479	13.80320456
TCF12	13.86629869	13.63419713	13.55586209	13.71367263	13.50337259	13.65866982	13.91471651	13.78109871	13.77895523	13.71544078	13.67496488	13.90030565	13.79278634	13.93815108	13.90107756	13.73587473	13.81810195	14.27347505	13.71292382	13.77023677	14.03947556	13.81914423	13.8298153	14.35058281	13.76720348	13.84419102	13.96417723	13.94274912	13.83517423	13.74029328
SLC38A2	13.57640189	13.89549395	13.78937095	13.75568655	14.11319324	14.10670013	13.93741436	13.98967793	13.81737953	13.73736795	13.87238319	13.5323647	13.26322546	13.63164542	14.11169989	13.95482576	14.12608513	13.59463571	12.76304895	13.44635102	14.07464407	13.67944723	13.49016683	13.87222807	13.51034066	13.77381676	13.55130537	13.71453565	13.71322518	13.74580571
ARIH1	13.76841033	13.7892292	13.73968831	13.91062269	13.55895006	13.69537772	13.70651121	13.59545995	13.53105631	13.78411621	13.67321133	13.99338109	13.73477434	13.57491577	13.60217088	13.29893823	13.48002411	13.93866924	13.66458381	13.73039515	14.40801738	14.04185185	13.63917781	14.20799764	13.67621704	14.17820566	14.04180241	14.14311913	13.75300184	13.91585974
